NO_OF_SAMPLES	1561
FREQUENCY	100
TIME_STAMP	2019-10-11, 16:28:43	103157.88783225
FIRST_SAMPLE	632
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	Force-plate 2
FORCE_PLATE_CORNER_POSX_POSY_X	519.708008
FORCE_PLATE_CORNER_POSX_POSY_Y	471.890015
FORCE_PLATE_CORNER_POSX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_POSY_X	517.812012
FORCE_PLATE_CORNER_NEGX_POSY_Y	14.711200
FORCE_PLATE_CORNER_NEGX_POSY_Z	0.000000
FORCE_PLATE_CORNER_NEGX_NEGY_X	13.237100
FORCE_PLATE_CORNER_NEGX_NEGY_Y	18.357599
FORCE_PLATE_CORNER_NEGX_NEGY_Z	0.000000
FORCE_PLATE_CORNER_POSX_NEGY_X	16.436701
FORCE_PLATE_CORNER_POSX_NEGY_Y	475.112000
FORCE_PLATE_CORNER_POSX_NEGY_Z	0.000000
FORCE_PLATE_LENGTH	508.000000
FORCE_PLATE_WIDTH	463.550000
Sample	Time	Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
757	7.56000	-18.556499	20.521582	431.681558	-59.466096	-9.217476	-4.780495	22.645826	-140.017967	0.000000	
758	7.57000	-18.580250	20.521008	429.175091	-59.059743	-8.703860	-4.799292	21.586074	-139.886746	0.000000	
759	7.58000	-18.878053	20.542054	424.429037	-58.264316	-7.950626	-4.799323	20.085741	-139.574890	0.000000	
760	7.59000	-18.790428	20.064757	419.239736	-57.596337	-7.406914	-4.790731	19.034417	-139.659131	0.000000	
761	7.60000	-17.857846	19.452387	415.486745	-57.054579	-7.155575	-4.691855	18.515245	-139.554367	0.000000	
762	7.61000	-16.672154	18.953780	414.599520	-56.892593	-7.107972	-4.584170	18.326202	-139.413276	0.000000	
763	7.62000	-16.602198	18.770847	414.601288	-56.847903	-6.980356	-4.565962	18.011548	-139.287186	0.000000	
764	7.63000	-16.760357	18.564929	415.050221	-56.939269	-6.844677	-4.588576	17.679992	-139.337136	0.000000	
765	7.64000	-16.917063	18.312917	416.305163	-57.102889	-6.791927	-4.592693	17.513792	-139.286912	0.000000	
766	7.65000	-17.074282	18.288652	417.917651	-57.357001	-6.694299	-4.610716	17.226043	-139.356577	0.000000	
767	7.66000	-17.641750	18.285567	418.455191	-57.485081	-6.331921	-4.641811	16.391793	-139.483799	0.000000	
768	7.67000	-18.027684	17.829118	418.903507	-57.576830	-6.123070	-4.732795	15.912196	-139.510195	0.000000	
769	7.68000	-17.615251	17.668652	418.730034	-57.560276	-5.786334	-4.660398	15.075255	-139.512933	0.000000	
770	7.69000	-17.843708	17.486022	417.925371	-57.543370	-5.521843	-4.705985	14.494182	-139.722872	0.000000	
771	7.70000	-18.184988	17.393699	417.387268	-57.435500	-5.202212	-4.769756	13.780450	-139.635228	0.000000	
772	7.71000	-17.958655	17.234740	414.973167	-57.156086	-4.880769	-4.738370	13.066629	-139.756783	0.000000	
773	7.72000	-17.505697	16.940503	411.395397	-56.676915	-4.757808	-4.661386	12.840946	-139.775662	0.000000	
774	7.73000	-16.938236	16.602320	410.411848	-56.513624	-4.918985	-4.685480	13.209986	-139.678841	0.000000	
775	7.74000	-15.684130	16.172411	410.061185	-56.414117	-5.172718	-4.531773	13.717682	-139.513243	0.000000	
776	7.75000	-14.682381	16.106678	408.990929	-56.205516	-5.325280	-4.414499	14.029432	-139.360905	0.000000	
777	7.76000	-14.180241	16.266065	408.635313	-56.096499	-5.425166	-4.277771	14.237141	-139.230747	0.000000	
778	7.77000	-13.908673	16.585661	407.202539	-55.878537	-5.487164	-4.200398	14.414243	-139.215620	0.000000	
779	7.78000	-14.363370	16.630113	407.466203	-55.732709	-5.522730	-4.259065	14.536707	-138.772256	0.000000	
780	7.79000	-15.525963	16.652000	409.158643	-55.957666	-5.825165	-4.435344	15.327987	-138.751661	0.000000	
781	7.80000	-15.434202	17.107068	409.603084	-55.856239	-6.107427	-4.357368	15.991006	-138.398456	0.000000	
782	7.81000	-15.165054	17.928178	407.182789	-55.510230	-6.378092	-4.215722	16.726824	-138.450149	0.000000	
783	7.82000	-13.823856	19.001679	404.942467	-54.909278	-6.773872	-3.980047	17.666205	-137.836496	0.000000	
784	7.83000	-12.372049	20.030401	399.840747	-54.128030	-7.186443	-3.629793	18.783246	-137.740021	0.000000	
785	7.84000	-11.262490	20.832160	395.362149	-53.373848	-7.516254	-3.453361	19.722481	-137.470103	0.000000	
786	7.85000	-11.086168	21.199928	391.685174	-52.710141	-7.947146	-3.407769	20.993715	-137.100465	0.000000	
787	7.86000	-10.728991	21.204383	386.400097	-51.929742	-8.303736	-3.339586	22.172522	-136.951623	0.000000	
788	7.87000	-10.324609	21.458912	383.262556	-51.410975	-8.899749	-3.252972	23.870329	-136.742949	0.000000	
789	7.88000	-9.509043	21.645358	380.755668	-51.037589	-9.515286	-3.102903	25.560993	-136.679928	0.000000	
790	7.89000	-9.011635	21.625928	378.248158	-50.646374	-10.094496	-2.979610	27.211828	-136.547317	0.000000	
791	7.90000	-9.038556	21.446112	375.112173	-50.183133	-10.554813	-2.914893	28.672956	-136.431718	0.000000	
792	7.91000	-9.386238	21.131091	372.868713	-49.936689	-11.252881	-2.964088	30.757649	-136.555609	0.000000	
793	7.92000	-8.592814	20.816248	369.380119	-49.464671	-11.840459	-2.777044	32.556727	-136.529871	0.000000	
794	7.93000	-7.141680	20.981422	363.474900	-48.620702	-12.415559	-2.476912	34.514682	-136.438527	0.000000	
795	7.94000	-5.415042	21.213236	356.677414	-47.560228	-12.680034	-2.076577	35.727906	-136.084848	0.000000	
796	7.95000	-3.990283	21.674957	347.727099	-46.327346	-12.905352	-1.781473	37.142176	-136.086194	0.000000	
797	7.96000	-2.974094	21.680002	338.597451	-45.013805	-12.947943	-1.554315	38.160633	-135.867155	0.000000	
798	7.97000	-2.412843	21.389292	331.792959	-44.062021	-13.257251	-1.454403	39.816442	-135.742487	0.000000	
799	7.98000	-1.349702	21.168272	326.511683	-43.300004	-13.676903	-1.360156	41.622036	-135.571370	0.000000	
800	7.99000	-0.104972	21.402451	321.410628	-42.664762	-14.061488	-1.202188	43.330601	-135.770179	0.000000	
